protein_name,dengue
WCZ55506.2,dengue virus type 2
WVN40690.1,dengue virus type 2
QFS19304.1,dengue virus type 2
WVH32816.1,dengue virus type 2
XCI54577.1,dengue virus type 2
QQW40689.1,dengue virus type 2
QFS19310.1,dengue virus type 2
ACW82888.1,dengue virus type 2
QBP33511.1,dengue virus type 2
WJZ47487.1,dengue virus type 2
AYN79586.1,dengue virus type 2
QTX92954.1,dengue virus type 2
XPF60575.1,dengue virus type 2
XXL24477.1,dengue virus type 2
ACA48956.1,dengue virus type 2
QMT58642.1,dengue virus type 2
XPF60825.1,dengue virus type 2
WYF38850.1,dengue virus type 2
XMF56222.1,dengue virus type 2
WLD55615.1,dengue virus type 2
BBG31506.1,dengue virus type 2
WYF38890.1,dengue virus type 2
WJZ47502.1,dengue virus type 2
QTX93209.1,dengue virus type 2
QGW05366.1,dengue virus type 2
AYP74892.1,dengue virus type 2
WRW12882.1,dengue virus type 2
WKC20955.1,dengue virus type 2
WRW12991.1,dengue virus type 2
WRW12924.1,dengue virus type 2
WYF38824.1,dengue virus type 2
QTX92937.1,dengue virus type 2
WET62300.1,dengue virus type 2
URK56767.1,dengue virus type 2
ACA48943.1,dengue virus type 2
UXX51308.1,dengue virus type 2
WPV88483.1,dengue virus type 2
WFO14577.1,dengue virus type 2
AXY94452.1,dengue virus type 2
CAR65145.1,dengue virus type 2
WRW12967.1,dengue virus type 2
ARO84701.1,dengue virus type 2
QNL13701.1,dengue virus type 2
XPF60817.1,dengue virus type 2
WCZ55440.2,dengue virus type 2
ANS59166.1,dengue virus type 2
QNL13658.1,dengue virus type 2
ACA48967.1,dengue virus type 2
WJZ47642.1,dengue virus type 2
WVH32847.1,dengue virus type 2
AHI43693.1,dengue virus type 2
WYF38867.1,dengue virus type 2
WWO67094.1,dengue virus type 2
AOE23003.1,dengue virus type 2
WLD55633.1,dengue virus type 2
ACL99018.1,dengue virus type 2
XPF60487.1,dengue virus type 2
QQW40805.1,dengue virus type 2
WJZ47653.1,dengue virus type 2
ARO84705.1,dengue virus type 2
WVN40717.1,dengue virus type 2
XPF60764.1,dengue virus type 2
WCZ55402.2,dengue virus type 2
QQW40788.1,dengue virus type 2
QGW05359.1,dengue virus type 2
QFS19312.1,dengue virus type 2
XPF60714.1,dengue virus type 2
WJZ47372.1,dengue virus type 2
WCZ55430.2,dengue virus type 2
WRI67435.1,dengue virus type 2
QTX93212.1,dengue virus type 2
WYF38818.1,dengue virus type 2
ACA48901.1,dengue virus type 2
ACA48971.1,dengue virus type 2
WJZ47400.1,dengue virus type 2
UNO86145.1,dengue virus type 1
XAJ73965.1,dengue virus type 2
QCZ24977.1,dengue virus type 2
XDO24410.1,dengue virus type 2
QCZ24979.1,dengue virus type 2
AHG25303.1,dengue virus type 2
QST05074.1,dengue virus type 2
QNG98968.1,dengue virus type 2
WCZ55391.2,dengue virus type 2
WJZ47522.1,dengue virus type 2
YAE67939.1,dengue virus type 2
WCZ55535.2,dengue virus type 2
CAR65152.1,dengue virus type 2
QTX93032.1,dengue virus type 2
QTX92961.1,dengue virus type 2
BBG31507.1,dengue virus type 2
ARO52692.1,dengue virus type 2
QTX93019.1,dengue virus type 2
YAB37918.1,dengue virus type 2
XPF60458.1,dengue virus type 2
YDE81655.1,dengue virus type 2
AKA55016.1,dengue virus type 2
ADU76196.1,dengue virus type 2
UNZ79663.1,dengue virus type 2
WJZ47455.1,dengue virus type 2
QQP29621.1,dengue virus type 2
ACB87137.1,dengue virus type 2
XPF60843.1,dengue virus type 2
ABA61184.1,dengue virus type 2
UXX51260.1,dengue virus type 2
YBG70341.1,dengue virus type 2
WJZ47439.1,dengue virus type 2
WEG68680.1,dengue virus type 2
XHC89060.1,dengue virus type 2
XPF60787.1,dengue virus type 2
WNJ63344.1,dengue virus type 2
QST05084.1,dengue virus type 2
UEK75502.1,dengue virus type 2
ABO33325.1,dengue virus type 2
XPF60734.1,dengue virus type 2
WCZ55414.2,dengue virus type 2
XTL09818.1,dengue virus type 2
WJZ47564.1,dengue virus type 2
XNK03650.1,dengue virus type 2
UYK60796.1,dengue virus type 2
XTL09832.1,dengue virus type 2
WZW36500.1,dengue virus type 2
WEY37040.1,dengue virus type 2
XTL09756.1,dengue virus type 2
QTX92933.1,dengue virus type 2
QFS19460.1,dengue virus type 2
QFS19461.1,dengue virus type 2
AGX15367.1,dengue virus type 2
WGD00849.1,dengue virus type 2
WCZ55172.2,dengue virus type 1
WNN20148.1,dengue virus type 2
WJZ47457.1,dengue virus type 2
WCZ55523.2,dengue virus type 2
WRW12912.1,dengue virus type 2
QTX92972.1,dengue virus type 2
QEV86472.1,dengue virus type 2
XDR01458.1,dengue virus type 2
AEH59346.1,dengue virus type 2
ABG29091.1,dengue virus type 2
QTX93230.1,dengue virus type 2
WVW36849.1,dengue virus type 2
WCZ55417.2,dengue virus type 2
WZW36484.1,dengue virus type 2
WYF38708.1,dengue virus type 2
WJE97910.1,dengue virus type 2
WGD00955.1,dengue virus type 2
UJH40715.1,dengue virus type 2
QTX92949.1,dengue virus type 2
ADK37501.1,dengue virus type 2
ADK37473.1,dengue virus type 2
QXY23101.1,dengue virus type 2
WJZ47473.1,dengue virus type 2
AGN94887.1,dengue virus type 2
ACA48847.1,dengue virus type 2
XPF60784.1,dengue virus type 2
WVN40694.1,dengue virus type 2
ACA49017.1,dengue virus type 2
QCZ24968.1,dengue virus type 2
ACA48941.1,dengue virus type 2
XPF60547.1,dengue virus type 2
XTL09835.1,dengue virus type 2
XPF60647.1,dengue virus type 2
XPF60331.1,dengue virus type 2
UEN68886.1,dengue virus type 2
WVV02238.1,dengue virus type 2
WJZ47422.1,dengue virus type 2
WJZ47626.1,dengue virus type 2
XPF60849.1,dengue virus type 2
ANQ47245.1,dengue virus type 2
ACO06197.1,dengue virus type 2
WJZ47540.1,dengue virus type 2
WHT32734.1,dengue virus type 2
WYF38896.1,dengue virus type 2
URK56744.1,dengue virus type 2
QQW40784.1,dengue virus type 2
WER06547.1,dengue virus type 2
XAX02478.1,dengue virus type 2
WYF38843.1,dengue virus type 2
WVN40763.1,dengue virus type 2
QNL13686.1,dengue virus type 2
WLD15662.1,dengue virus type 2
AKA55015.1,dengue virus type 2
YBL68307.1,dengue virus type 2
QTX92936.1,dengue virus type 2
ACA48946.1,dengue virus type 2
WGD00868.1,dengue virus type 2
WBD86229.1,dengue virus type 2
ACW82889.1,dengue virus type 2
WJZ47474.1,dengue virus type 2
XAJ73966.1,dengue virus type 2
WYF38859.1,dengue virus type 2
WYF38848.1,dengue virus type 2
WJE97906.1,dengue virus type 2
QTX93041.1,dengue virus type 2
QFS19276.1,dengue virus type 2
QEV86381.1,dengue virus type 2
YDE81669.1,dengue virus type 2
WLD55696.1,dengue virus type 2
AQV12471.1,dengue virus type 2
QTX92973.1,dengue virus type 2
WVN40770.1,dengue virus type 2
AKA55040.1,dengue virus type 2
APW49450.1,dengue virus type 2
WJZ47598.1,dengue virus type 2
QFS19410.1,dengue virus type 2
XTL09851.1,dengue virus type 2
UNO86143.1,dengue virus type 1
YDE81662.1,dengue virus type 2
AAC40835.1,dengue virus type 2
XTL09872.1,dengue virus type 2
WGD00865.1,dengue virus type 2
UYK60845.1,dengue virus type 2
WJZ47486.1,dengue virus type 2
YCB08540.1,dengue virus type 2
ACA49029.1,dengue virus type 2
AYN79579.1,dengue virus type 2
XDT57236.1,dengue virus type 2
QGW05365.1,dengue virus type 2
XTL09769.1,dengue virus type 2
WJZ47581.1,dengue virus type 2
UXX51284.1,dengue virus type 2
XRY74893.1,dengue virus type 2
UEK75491.1,dengue virus type 2
QQW40799.1,dengue virus type 2
AXY94476.1,dengue virus type 2
CAR65177.2,dengue virus type 2
WAB71358.1,dengue virus type 2
AQV12374.1,dengue virus type 2
QRG47118.1,dengue virus type 2
AXY94458.1,dengue virus type 2
XUU11181.1,dengue virus type 2
WLD55624.1,dengue virus type 2
XUM16034.1,dengue virus type 2
WZW36483.1,dengue virus type 2
WRW12956.1,dengue virus type 2
XUU11197.1,dengue virus type 2
UEK75480.1,dengue virus type 2
WJE97939.1,dengue virus type 2
XUU11165.1,dengue virus type 2
XPF60423.1,dengue virus type 2
WCZ55468.2,dengue virus type 2
UIU38070.1,dengue virus type 2
WGD00873.1,dengue virus type 2
AGO67248.1,dengue virus type 2
ACQ44527.1,dengue virus type 2
AAF29149.1,dengue virus type 2
USW91922.1,dengue virus type 2
WAP37920.1,dengue virus type 2
WCZ55435.2,dengue virus type 2
AAF18447.1,dengue virus type 2
AAW31411.1,dengue virus type 2
YBG23186.1,dengue virus type 2
WJZ47403.1,dengue virus type 2
WCZ55406.2,dengue virus type 2
CAR65167.2,dengue virus type 2
WCZ55418.2,dengue virus type 2
XMF56268.1,dengue virus type 2
XTL09759.1,dengue virus type 2
XRP78508.1,dengue virus type 2
WIW72152.1,dengue virus type 2
ACL99226.1,dengue virus type 2
QFS19402.1,dengue virus type 2
AKA55064.1,dengue virus type 2
UYK60792.1,dengue virus type 2
XPF60826.1,dengue virus type 2
UYK60830.1,dengue virus type 2
UCQ65248.1,dengue virus type 2
BBG31504.1,dengue virus type 2
UYK60832.1,dengue virus type 2
QFS19286.1,dengue virus type 2
WJX08499.1,dengue virus type 2
XPF60548.1,dengue virus type 2
QNL13647.1,dengue virus type 2
QGQ59351.1,dengue virus type 2
XPF60337.1,dengue virus type 2
WZW36474.1,dengue virus type 2
QRG47126.1,dengue virus type 2
QFS19250.1,dengue virus type 2
WRW12995.1,dengue virus type 2
UYK60828.1,dengue virus type 2
ACS32021.1,dengue virus type 2
WVN40751.1,dengue virus type 2
QTX92948.1,dengue virus type 2
ABW82013.1,dengue virus type 2
QSX24591.1,dengue virus type 2
QBK46951.1,dengue virus type 2
XQV99712.1,dengue virus type 2
WJZ47541.1,dengue virus type 2
WLD55604.1,dengue virus type 2
XVO59924.1,dengue virus type 2
YBK92799.1,dengue virus type 2
QTX93153.1,dengue virus type 2
WCZ55470.2,dengue virus type 2
WCZ55361.2,dengue virus type 2
ACA48839.1,dengue virus type 2
XLY78362.1,dengue virus type 2
QQP29645.1,dengue virus type 2
ARO84695.1,dengue virus type 2
AES93107.1,dengue virus type 2
QSV27707.1,dengue virus type 2
QTX93197.1,dengue virus type 2
QTX92944.1,dengue virus type 2
WCZ55428.2,dengue virus type 2
WWO67086.1,dengue virus type 2
QFS19364.1,dengue virus type 2
AQV12458.1,dengue virus type 2
AQV12377.1,dengue virus type 2
QHN73789.1,dengue virus type 2
XPF60650.1,dengue virus type 2
XPF60718.1,dengue virus type 2
XQV99741.1,dengue virus type 2
WYF38852.1,dengue virus type 2
QTX92905.1,dengue virus type 2
WYF38895.1,dengue virus type 2
XPF60408.1,dengue virus type 2
QQW40661.1,dengue virus type 2
XQV99736.1,dengue virus type 2
QQW40734.1,dengue virus type 2
WZW36501.1,dengue virus type 2
ABA61176.1,dengue virus type 2
WVN40662.1,dengue virus type 2
QTX92958.1,dengue virus type 2
ACB29528.1,dengue virus type 2
WVV02164.1,dengue virus type 2
YCR17165.1,dengue virus type 2
WVV02223.1,dengue virus type 2
WIW72151.1,dengue virus type 2
WVV02173.1,dengue virus type 2
QFS19292.1,dengue virus type 2
WNO50234.1,dengue virus type 2
WJZ47512.1,dengue virus type 2
BBG31508.1,dengue virus type 2
AXY94448.1,dengue virus type 2
AXB26591.1,dengue virus type 2
WNN20133.1,dengue virus type 2
AQV12508.1,dengue virus type 2
CAR65169.2,dengue virus type 2
QTX93198.1,dengue virus type 2
UXX51234.1,dengue virus type 2
QTX92991.1,dengue virus type 2
WWP73916.1,dengue virus type 2
QIS48857.1,dengue virus type 2
UYK60812.1,dengue virus type 2
AVY51408.1,dengue virus type 2
XQH47526.1,dengue virus type 2
UYK60853.1,dengue virus type 2
ACJ04263.1,dengue virus type 2
XCI54597.1,dengue virus type 2
QQW40670.1,dengue virus type 2
YCR17169.1,dengue virus type 2
AHG25311.1,dengue virus type 2
QNL13638.1,dengue virus type 2
ACA49049.1,dengue virus type 2
AQV12468.1,dengue virus type 2
QTX93177.1,dengue virus type 2
QQW40804.1,dengue virus type 2
AKA55021.1,dengue virus type 2
WDR78883.1,dengue virus type 2
WPO12943.1,dengue virus type 2
WJZ47482.1,dengue virus type 2
UZI17951.1,dengue virus type 2
WJZ47409.1,dengue virus type 2
XPF60441.1,dengue virus type 2
ACK57796.1,dengue virus type 2
YBP09228.1,dengue virus type 2
XPF60495.1,dengue virus type 2
WJZ47582.1,dengue virus type 2
WRW12960.1,dengue virus type 2
QQP29631.1,dengue virus type 2
AKA55057.1,dengue virus type 2
WJZ47587.1,dengue virus type 2
WGD00893.1,dengue virus type 2
QHI43232.1,dengue virus type 2
QQW40752.1,dengue virus type 2
AES93111.1,dengue virus type 2
XPF60915.1,dengue virus type 2
AQV12386.1,dengue virus type 2
UDI89632.1,dengue virus type 2
QSV27699.1,dengue virus type 2
ACA48930.1,dengue virus type 2
XCI54580.1,dengue virus type 2
XTL09755.1,dengue virus type 2
WYF38737.1,dengue virus type 2
CAR65136.1,dengue virus type 2
WRW12909.1,dengue virus type 2
QDG00719.1,dengue virus type 2
QFS19405.1,dengue virus type 2
ACA49051.1,dengue virus type 2
XNK03651.1,dengue virus type 2
XPF60676.1,dengue virus type 2
UYK60784.1,dengue virus type 2
ACN42707.1,dengue virus type 2
CAR65149.1,dengue virus type 2
QNL13695.1,dengue virus type 2
ADK37485.1,dengue virus type 2
QQP29642.1,dengue virus type 2
XMF56271.1,dengue virus type 2
WJJ08353.1,dengue virus type 2
YBZ63788.1,dengue virus type 2
WEY36502.1,dengue virus type 2
AGK36297.1,dengue virus type 2
WOX58809.1,dengue virus type 2
QQW40667.1,dengue virus type 2
AQV12427.1,dengue virus type 2
QTX92971.1,dengue virus type 2
XPF60613.1,dengue virus type 2
WCZ55659.2,dengue virus type 4
XPF60484.1,dengue virus type 2
XPF60890.1,dengue virus type 2
XPF60554.1,dengue virus type 2
XPF60929.1,dengue virus type 2
WWP73928.1,dengue virus type 2
WCZ55611.2,dengue virus type 4
QSV27716.1,dengue virus type 2
WJZ47534.1,dengue virus type 2
QNL13704.1,dengue virus type 2
AER45462.1,dengue virus type 2
QGW05375.1,dengue virus type 2
WJZ47658.1,dengue virus type 2
XCM77321.1,dengue virus type 2
AET43252.1,dengue virus type 2
QTX93092.1,dengue virus type 2
ACA48924.1,dengue virus type 2
WDE20511.1,dengue virus type 2
ADK37511.1,dengue virus type 2
XCO51382.1,dengue virus type 2
QTX92976.1,dengue virus type 2
QFS19335.1,dengue virus type 2
AQV12465.1,dengue virus type 2
QFS19390.1,dengue virus type 2
ACL99218.1,dengue virus type 2
WCZ55373.2,dengue virus type 2
XRY74889.1,dengue virus type 2
ACD13354.1,dengue virus type 2
AAA73185.1,dengue virus type 2
CAR65164.2,dengue virus type 2
WDZ68241.1,dengue virus type 2
WVH32814.1,dengue virus type 2
WJE97934.1,dengue virus type 2
URK56730.1,dengue virus type 2
URK56749.1,dengue virus type 2
ADK37499.1,dengue virus type 2
UZV49093.1,dengue virus type 2
QTX93026.1,dengue virus type 2
XPF60390.1,dengue virus type 2
UYK60851.1,dengue virus type 2
XPF60904.1,dengue virus type 2
AYP74877.1,dengue virus type 2
WRW12896.1,dengue virus type 2
WYF38828.1,dengue virus type 2
ACN42705.1,dengue virus type 2
AGK36296.1,dengue virus type 2
WWP73923.1,dengue virus type 2
XMF56264.1,dengue virus type 2
QTX92989.1,dengue virus type 2
ACQ44515.1,dengue virus type 2
ACQ44525.1,dengue virus type 2
WZW36480.1,dengue virus type 2
ACB29516.1,dengue virus type 2
XPF60675.1,dengue virus type 2
WYF38891.1,dengue virus type 2
UYK60787.1,dengue virus type 2
YCR17168.1,dengue virus type 2
WZW36532.1,dengue virus type 2
UEK75471.1,dengue virus type 2
WCZ55366.2,dengue virus type 2
WAP37908.1,dengue virus type 2
AKA55048.1,dengue virus type 2
WCZ55559.2,dengue virus type 2
XPF60903.1,dengue virus type 2
AQV12455.1,dengue virus type 2
XPF60427.1,dengue virus type 2
XUU11178.1,dengue virus type 2
YBP09220.1,dengue virus type 2
WJZ47515.1,dengue virus type 2
QIC50495.1,dengue virus type 2
QTE05817.1,dengue virus type 2
QQW40720.1,dengue virus type 2
QFS19438.1,dengue virus type 2
YAB37926.1,dengue virus type 2
WHS26795.1,dengue virus type 2
WHT32725.1,dengue virus type 2
WJZ47450.1,dengue virus type 2
WLD15680.1,dengue virus type 2
WCZ55570.1,dengue virus type 2
WJZ47528.1,dengue virus type 2
AYP74881.1,dengue virus type 2
UXX51257.1,dengue virus type 2
XPF60691.1,dengue virus type 2
WOX58729.1,dengue virus type 2
WGD00909.1,dengue virus type 2
ACJ04196.1,dengue virus type 2
URK56766.1,dengue virus type 2
XPF60748.1,dengue virus type 2
WJZ47350.1,dengue virus type 2
WGD00933.1,dengue virus type 2
YBK91207.1,dengue virus type 2
WLD55594.1,dengue virus type 2
ACL99115.1,dengue virus type 2
AEA50937.1,dengue virus type 2
URX59367.1,dengue virus type 2
QTX92931.1,dengue virus type 2
AKA55061.1,dengue virus type 2
XHC89046.1,dengue virus type 2
WZW36477.1,dengue virus type 2
WBD86243.1,dengue virus type 2
QNL13576.1,dengue virus type 2
ACN42710.1,dengue virus type 2
WVV02224.1,dengue virus type 2
UXX51270.1,dengue virus type 2
YBG70349.1,dengue virus type 2
WNO50242.1,dengue virus type 2
XDT57232.1,dengue virus type 2
XXL24481.1,dengue virus type 2
ACA49001.1,dengue virus type 2
WCZ55460.2,dengue virus type 2
YAJ45048.1,dengue virus type 2
URK56725.1,dengue virus type 2
XTL09823.1,dengue virus type 2
AEA50942.1,dengue virus type 2
WJE97911.1,dengue virus type 2
WWP73912.1,dengue virus type 2
UXX51290.1,dengue virus type 2
WZW36478.1,dengue virus type 2
CAR65146.1,dengue virus type 2
BAD42417.1,dengue virus type 2
XTL09825.1,dengue virus type 2
WHU05339.1,dengue virus type 2
WJZ47508.1,dengue virus type 2
QTX92889.1,dengue virus type 2
WRW13010.1,dengue virus type 2
XPF60667.1,dengue virus type 2
QQW40679.1,dengue virus type 2
ACH61685.1,dengue virus type 2
UNO86137.1,dengue virus type 1
WHU05350.1,dengue virus type 2
WFO14564.1,dengue virus type 2
WRW12880.1,dengue virus type 2
XXL24479.1,dengue virus type 2
WYF38878.1,dengue virus type 2
QBA57539.1,dengue virus type 2
ACD13407.1,dengue virus type 2
XIF04140.1,dengue virus type 2
WDZ68240.1,dengue virus type 2
ADZ13196.1,dengue virus type 2
ADU76235.1,dengue virus type 2
QHR82513.1,dengue virus type 2
ACL99222.1,dengue virus type 2
WJZ47437.1,dengue virus type 2
XPF60346.1,dengue virus type 2
ACD13415.1,dengue virus type 2
WLD55693.1,dengue virus type 2
ADK37513.1,dengue virus type 2
WJZ47359.1,dengue virus type 2
XIF04141.1,dengue virus type 2
WCZ55423.2,dengue virus type 2
QNL13669.1,dengue virus type 2
QIS48858.1,dengue virus type 2
WJZ47636.1,dengue virus type 2
QTX93097.1,dengue virus type 2
ACL99005.1,dengue virus type 2
XER78274.1,dengue virus type 2
WJZ47621.1,dengue virus type 2
WZW36523.1,dengue virus type 2
XAJ73968.1,dengue virus type 2
WYF38816.1,dengue virus type 2
XPF60612.1,dengue virus type 2
WWP73913.1,dengue virus type 2
WJZ47617.1,dengue virus type 2
WGD00879.1,dengue virus type 2
AWD38936.1,dengue virus type 2
YAB37929.1,dengue virus type 2
XMF56234.1,dengue virus type 2
QTX93095.1,dengue virus type 2
YBK92808.1,dengue virus type 2
UXX51304.1,dengue virus type 2
UXX51268.1,dengue virus type 2
XTL09786.1,dengue virus type 2
QMT58645.1,dengue virus type 2
AQV12419.1,dengue virus type 2
WCZ55432.2,dengue virus type 2
QTX92890.1,dengue virus type 2
AQV12404.1,dengue virus type 2
AQV12403.1,dengue virus type 2
WDZ68235.1,dengue virus type 2
WLD15563.1,dengue virus type 2
ACA48954.1,dengue virus type 2
UXX51277.1,dengue virus type 2
WEY37041.1,dengue virus type 2
UEK75507.1,dengue virus type 2
ACQ44514.1,dengue virus type 2
QFS19328.1,dengue virus type 2
YBP09210.1,dengue virus type 2
QFS19378.1,dengue virus type 2
ANS72888.1,dengue virus type 2
AHG06363.1,dengue virus type 2
ACA48895.1,dengue virus type 2
ACW82878.1,dengue virus type 2
WVN40658.1,dengue virus type 2
WEY37039.1,dengue virus type 2
WJE97941.1,dengue virus type 2
ADV71219.1,dengue virus type 2
WCZ55500.2,dengue virus type 2
XTL09864.1,dengue virus type 2
WJZ47595.1,dengue virus type 2
ACD13420.1,dengue virus type 2
QFS19300.1,dengue virus type 2
WOX58807.1,dengue virus type 2
QFS19423.1,dengue virus type 2
AKA54999.1,dengue virus type 2
WVN40653.1,dengue virus type 2
WLD55661.1,dengue virus type 2
QTX93217.1,dengue virus type 2
ACW82893.1,dengue virus type 2
WJZ47589.1,dengue virus type 2
WCZ55466.2,dengue virus type 2
QTX93017.1,dengue virus type 2
XTL09760.1,dengue virus type 2
WRW12886.1,dengue virus type 2
WNO50240.1,dengue virus type 2
WER07539.1,dengue virus type 2
WGD00885.1,dengue virus type 2
QNL13577.1,dengue virus type 2
UEK75473.1,dengue virus type 2
XPF60755.1,dengue virus type 2
WJZ47584.1,dengue virus type 2
ANS59197.1,dengue virus type 2
AFD28530.1,dengue virus type 2
QTX92891.1,dengue virus type 2
ACA49025.1,dengue virus type 2
XHC89044.1,dengue virus type 2
WJZ47546.1,dengue virus type 2
QRG47088.1,dengue virus type 2
XQC66192.1,dengue virus type 2
XHC89045.1,dengue virus type 2
WCZ55515.2,dengue virus type 2
XBJ98991.1,dengue virus type 2
WIW72147.1,dengue virus type 2
QRG47096.1,dengue virus type 2
XTL09782.1,dengue virus type 2
ARO78365.1,dengue virus type 2
AVD96673.1,dengue virus type 2
AQV12503.1,dengue virus type 2
XQV99744.1,dengue virus type 2
XIF04139.1,dengue virus type 2
WWO67058.1,dengue virus type 2
XUM16041.1,dengue virus type 2
WJZ47641.1,dengue virus type 2
WCZ55568.2,dengue virus type 2
AET43251.1,dengue virus type 2
XTL09790.1,dengue virus type 2
ACD13424.1,dengue virus type 2
ACA48917.1,dengue virus type 2
ACH61762.1,dengue virus type 2
XEK99649.1,dengue virus type 2
UYK60840.1,dengue virus type 2
XRP78507.1,dengue virus type 2
AXY40345.1,dengue virus type 2
WJZ47629.1,dengue virus type 2
UYK60810.1,dengue virus type 2
ABA61177.1,dengue virus type 2
WHS26793.1,dengue virus type 2
WVV53637.1,dengue virus type 2
XHC89039.1,dengue virus type 2
AXY94444.1,dengue virus type 2
QQW40696.1,dengue virus type 2
ACL99156.1,dengue virus type 2
AQV12475.1,dengue virus type 2
URK56762.1,dengue virus type 2
WJE97931.1,dengue virus type 2
AGK36298.1,dengue virus type 2
WCZ55572.2,dengue virus type 2
QFS19306.1,dengue virus type 2
AQV12485.1,dengue virus type 2
UXX51263.1,dengue virus type 2
WNN20153.1,dengue virus type 2
QFS19436.1,dengue virus type 2
AKA55030.1,dengue virus type 2
UYK60791.1,dengue virus type 2
XPF60357.1,dengue virus type 2
AFZ40119.1,dengue virus type 2
QSV27720.1,dengue virus type 2
XQV99729.1,dengue virus type 2
ACO06168.1,dengue virus type 2
UXX51324.1,dengue virus type 2
QQW40685.1,dengue virus type 2
BBH51319.1,dengue virus type 2
WNN20143.1,dengue virus type 2
QFS19400.1,dengue virus type 2
ACK57806.1,dengue virus type 2
XPF60419.1,dengue virus type 2
UYK60819.1,dengue virus type 2
QGW05376.1,dengue virus type 2
XPF60365.1,dengue virus type 2
AQV12437.1,dengue virus type 2
ACL99096.1,dengue virus type 2
AQV12524.1,dengue virus type 2
QFS19416.1,dengue virus type 2
AAF29152.1,dengue virus type 2
XPF60480.1,dengue virus type 2
XMF56246.1,dengue virus type 2
WAW78544.1,dengue virus type 2
BBH51320.1,dengue virus type 2
WXH71613.1,dengue virus type 2
WYF38742.1,dengue virus type 2
QNL13613.1,dengue virus type 2
WJZ47461.1,dengue virus type 2
QHR82504.1,dengue virus type 2
AYE66919.1,dengue virus type 2
WGH29389.1,dengue virus type 2
XPF60688.1,dengue virus type 2
WCZ55404.2,dengue virus type 2
QTX93182.1,dengue virus type 2
WCZ55378.2,dengue virus type 2
QTX92919.1,dengue virus type 2
ADK37522.1,dengue virus type 2
ADK37493.1,dengue virus type 2
QPI11914.1,dengue virus type 2
WZP38455.1,dengue virus type 2
XLY78359.1,dengue virus type 2
XRY74879.1,dengue virus type 2
AXY94478.1,dengue virus type 2
XXL24485.1,dengue virus type 2
XPF60493.1,dengue virus type 2
WRK27496.1,dengue virus type 2
WJZ47336.1,dengue virus type 2
WGD00927.1,dengue virus type 2
WOX58802.1,dengue virus type 2
XPF60745.1,dengue virus type 2
WVV02218.1,dengue virus type 2
AQV12421.1,dengue virus type 2
UEK75517.1,dengue virus type 2
AGX15375.1,dengue virus type 2
XMF56220.1,dengue virus type 2
AYN79587.1,dengue virus type 2
WFO14573.1,dengue virus type 2
WVN40699.1,dengue virus type 2
QQW40725.1,dengue virus type 2
QNL13594.1,dengue virus type 2
XPF60751.1,dengue virus type 2
AAD32960.1,dengue virus type 2
XRY74887.1,dengue virus type 2
WJZ47395.1,dengue virus type 2
QQW40733.1,dengue virus type 2
WCZ55370.2,dengue virus type 2
QBK46950.1,dengue virus type 2
QRG47110.1,dengue virus type 2
WGD00916.1,dengue virus type 2
WVV02205.1,dengue virus type 2
QST06875.1,dengue virus type 2
XPF60799.1,dengue virus type 2
WYF38908.1,dengue virus type 2
WJE97923.1,dengue virus type 2
UYK60826.1,dengue virus type 2
ACA48891.1,dengue virus type 2
WVN40680.1,dengue virus type 2
AHA42535.1,dengue virus type 2
AHI43694.1,dengue virus type 2
ACW82880.1,dengue virus type 2
ACA48916.1,dengue virus type 2
XPF60637.1,dengue virus type 2
XPF60840.1,dengue virus type 2
XPF60370.1,dengue virus type 2
WCZ55493.2,dengue virus type 2
QFS19303.1,dengue virus type 2
WHT32742.1,dengue virus type 2
YCU07707.1,dengue virus type 2
WFO14553.1,dengue virus type 2
UOV35395.1,dengue virus type 2
WLD55578.1,dengue virus type 2
WVN40715.1,dengue virus type 2
XPF60659.1,dengue virus type 2
WVN40676.1,dengue virus type 2
ACD13429.1,dengue virus type 2
ACA48836.1,dengue virus type 2
XPF60516.1,dengue virus type 2
YBZ63785.1,dengue virus type 2
UXX51325.1,dengue virus type 2
AYJ72758.1,dengue virus type 2
WZW36516.1,dengue virus type 2
YEH57880.1,dengue virus type 2
QNL13666.1,dengue virus type 2
ADC32612.1,dengue virus type 2
QOW96370.1,dengue virus type 2
WGH29391.1,dengue virus type 2
UYK60854.1,dengue virus type 2
YAA48902.1,dengue virus type 2
CAR65154.1,dengue virus type 2
QHE24286.1,dengue virus type 2
URK56723.1,dengue virus type 2
XTL09865.1,dengue virus type 2
YBZ63797.1,dengue virus type 2
AII99332.1,dengue virus type 2
WFO14569.1,dengue virus type 2
QQW40655.1,dengue virus type 2
AXU25288.1,dengue virus type 2
ACW82980.1,dengue virus type 2
AQV12463.1,dengue virus type 2
WJZ47447.1,dengue virus type 2
QTX93039.1,dengue virus type 2
XHB72357.1,dengue virus type 2
WRW13004.1,dengue virus type 2
UEK75498.1,dengue virus type 2
XPF60900.1,dengue virus type 2
QFS19351.1,dengue virus type 2
YCB08539.1,dengue virus type 2
ADK26430.1,dengue virus type 2
QQW40770.1,dengue virus type 2
QNL13651.1,dengue virus type 2
ACA49015.1,dengue virus type 2
WET32146.1,dengue virus type 2
WEG68681.1,dengue virus type 2
XPF60532.1,dengue virus type 2
WHT32743.1,dengue virus type 2
AQV12467.1,dengue virus type 2
WJZ47618.1,dengue virus type 2
AGX15379.1,dengue virus type 2
